Title,Release_Date,Expired_Date,Document_Number,Document_Type,Activity_Code,Clinical_Trials,URL
Tobacco Regulatory Science (R21 Clinical Trial Optional) ,11/20/2017,2/14/2019,RFA-OD-18-003,RFA,R21,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-18-003.html
Mentored Research Scientist Development Award (Parent K01 -Independent Clinical Trial Not Allowed),11/20/2017,1/8/2021,PA-18-369,PA,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-369.html
Mentored Research Scientist Development Award (Parent K01 - Clinical Trial Required),11/20/2017,1/8/2021,PA-18-363,PA,K01,Required,https://grants.nih.gov/grants/guide/pa-files/PA-18-363.html
NCI Transition Career Development Award to Promote Diversity (K22 - No Clinical Trials),11/20/2017,1/8/2021,PAR-18-366,PAR,K22,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-366.html
NCI Transition Career Development Award to Promote Diversity (K22 Clinical Trial Required) ,11/20/2017,1/8/2021,PAR-18-367,PAR,K22,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-367.html
NCI Mentored Research Scientist Development Award to Promote Diversity (K01 -Independent Clinical Trial Not Allowed),11/17/2017,1/8/2021,PAR-18-364,PAR,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-364.html
NCI Mentored Research Scientist Development Award to Promote Diversity (Parent K01 - Clinical Trial Required),11/17/2017,1/8/2021,PAR-18-365,PAR,K01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-365.html
Addressing Health Disparities in NIDDK Diseases (R01 - Clinical Trial Not Allowed),11/17/2017,1/8/2020,PA-18-412,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-412.html
Pilot Services Research Grants Not Involving Interventions (R34 Clinical Trial Optional),11/17/2017,1/11/2019,PAR-18-267,PAR,R34,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-267.html
"Pilot Studies to Detect and Prevent Suicide Behavior, Ideation and Self-Harm in Youth in Contact with the Juvenile Justice System (R34 Clinical Trial Required)",11/17/2017,9/8/2019,PAR-18-228,PAR,R34,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-228.html
Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Optional),11/17/2017,9/8/2019,PAR-18-227,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-227.html
NIBIB Trailblazer Award for New and Early Stage Investigators (R21 Clinical Trial Optional),11/17/2017,9/8/2019,PAR-18-207,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-207.html
Leveraging Electronic Health Records for Alcohol Services Research (R21/R33 Clinical Trial Optional),11/17/2017,5/8/2020,PAR-18-203,PAR,R21/R33,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-203.html
"Target Assessment, Engagement and Data Replicability to Improve Substance Use Disorders Treatment Outcomes (R21/R33 Clinical Trial Optional)",11/17/2017,9/8/2019,PAR-18-086,PAR,R21/R33,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-086.html
"Target Assessment, Engagement and Data Replicability to Improve Substance Use Disorders Treatment Outcomes (R33 Clinical Trial Optional)",11/17/2017,9/8/2019,PAR-18-085,PAR,R33,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-085.html
Integrative Research on Polysubstance Abuse and Addiction (R21/R33 Clinical Trial Optional),11/17/2017,9/8/2019,PAR-18-084,PAR,R21/R33,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-084.html
Limited Competition: Small Grant Program for NIDDK K01/K08/K23 Recipients (R03 Clinical Trial Optional),11/17/2017,5/8/2019,PAR-18-103,PAR,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-103.html
Small Grants for New Investigators to Promote Diversity in Health-Related Research (R21 Clinical Trial Optional),11/17/2017,1/8/2019,PAR-18-102,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-102.html
Behavioral Science Track Award for Rapid Transition (B/Start)(R03 Clinical Trial Optional),11/17/2017,1/8/2019,PAR-18-082,PAR,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-082.html
NCI Clinical and Translational Exploratory/Developmental Studies  (R21 Clinical Trial Optional),11/17/2017,3/23/2019,PAR-18-020,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-020.html
Getting to Zero: Understanding HIV Viral Suppression and Transmission in the United States (R01  Clinical Trial Not Allowed),11/16/2017,3/14/2020,PAR-18-411,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-411.html
NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22-Clinical Trial Required),11/15/2017,1/8/2021,PAR-18-360,PAR,K22,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-360.html
"NIDCR Mentored Career Development Award to Promote Diversity in the Dental, Oral and Craniofacial Research Workforce (K01-Clinical Trial Required)",11/15/2017,1/8/2021,PAR-18-359,PAR,K01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-359.html
NINDS Exploratory Neuroscience Research Grant (R21 Clinical Trial Optional),11/15/2017,1/8/2021,PA-18-358,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-358.html
Stimulating Innovations in Behavioral Intervention Research for Cancer Prevention and Control (R21 Clinical Trial Optional),11/15/2017,5/8/2019,PAR-18-018,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-018.html
"Oocyte Mitochondrial Function in Relation to Fertility, Aging, and Mitochondrial Diseases (R21 Clinical Trial Optional)  ",11/15/2017,5/8/2019,PA-18-093,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-093.html
Fertility Status as a Marker for Overall Health (R21 Clinical Trial Optional),11/15/2017,5/8/2020,PA-18-049,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-049.html
Zika Virus (ZIKV) Complications (R21 Clinical Trial Optional),11/15/2017,1/8/2020,PA-18-048,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-048.html
Trophoblast Differentiation and Function (R21 Clinical Trial Optional),11/15/2017,1/8/2020,PA-18-047,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-047.html
Confirmatory Efficacy Clinical Trials of Non-Pharmacological Interventions for Mental Disorders (R01- Clinical Trial Required),11/14/2017,10/16/2020,RFA-MH-18-707,RFA,R01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-707.html
"Pilot Effectiveness Trials for Treatment, Preventive and Services Interventions (R34- Clinical Trial Required)",11/14/2017,10/16/2020,RFA-MH-18-706,RFA,R34,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-706.html
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R33- Clinical Trial Required),11/14/2017,10/16/2020,RFA-MH-18-705,RFA,R33,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-705.html
Development of Psychosocial Therapeutic and Preventive Interventions for Mental Disorders (R61/R33- Clinical Trial Required),11/14/2017,10/16/2020,RFA-MH-18-704,RFA,R61/R33,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-704.html
Early Stage Testing of Pharmacologic or Device -based Interventions for the Treatment of Mental Health Disorders (R33- Clinical Trial Required),11/14/2017,10/16/2020,RFA-MH-18-703,RFA,R33,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-703.html
Early Stage Testing of Pharmacologic or Device-based Interventions for the Treatment of Mental Disorders (R61/R33-Clinical Trial Required),11/14/2017,10/16/2020,RFA-MH-18-702,RFA,R61/R33,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-702.html
"Clinical Trials to Test the Effectiveness of Treatment, Preventive, and Services Interventions (R01- Clinical Trial Required)",11/14/2017,10/16/2020,RFA-MH-18-701,RFA,R01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-701.html
"Clinical Trials to Test the Effectiveness of Treatment, Preventive, and Services Interventions (Collaborative R01-Clinical Trial Required)",11/14/2017,10/16/2020,RFA-MH-18-700,RFA,R01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-700.html
NIDCD Clinical Trials in Communication Disorders (R01-Clinical Trial Required),11/13/2017,1/8/2021,PA-18-334,PA,R01,Required,https://grants.nih.gov/grants/guide/pa-files/PA-18-334.html
NIDCD Cooperative Agreement for Clinical Trials in Communication Disorders (U01-Clinical Trial Required),11/13/2017,10/22/2020,PAR-18-340,PAR,U01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-340.html
NINDS Research Education Programs for Residents and Fellows in Neurological Disorders and Stroke (R25 - Clinical Trial Not Allowed),11/13/2017,1/24/2019,PAR-18-346,PAR,R25,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-346.html
Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Optional),11/13/2017,1/8/2019,PA-18-286,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-286.html
Human Subjects Mechanistic and Minimal Risk Studies (R01 Clinical Trial  Optional),11/8/2017,1/8/2021,PA-18-351,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-351.html
Translational Neural Devices (UG3/UH3 - Clinical Trial Required),11/8/2017,10/22/2020,RFA-NS-18-011,RFA,UG3/UH3,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-011.html
Translational Neural Devices (U44 - Clinical Trial Required),11/8/2017,10/22/2020,RFA-NS-18-012,RFA,U44,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-012.html
Reducing Health Disparities Among Minority and Underserved Children (R21 Clinical Trial Optional),11/8/2017,5/8/2020,PA-18-169,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-169.html
Chronic Condition Self-Management in Children and Adolescents (R21 Clinical Trial Optional),11/8/2017,5/8/2020,PA-18-168,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-168.html
Reducing Health Disparities Among Minority and Underserved Children (R01 Clinical Trial Optional),11/8/2017,5/8/2020,PA-18-152,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-152.html
Chronic Condition Self-Management in Children and Adolescents (R01 Clinical Trial Optional),11/8/2017,5/8/2020,PA-18-151,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-151.html
Promoting Caregiver Health Using Self-Management (R01 Clinical Trial Optional),11/8/2017,5/8/2020,PA-18-150,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-150.html
Selected Topics in Transfusion Medicine (R21 Clinical Trial Optional),11/8/2017,1/8/2020,PAR-18-132,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-132.html
Selected Topics in Transfusion Medicine (R01 Clinical Trial Optional),11/8/2017,1/8/2020,PAR-18-126,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-126.html
Transition to Independent Environmental Health Research (TIEHR) Career Transition Award (K01 Clinical Trial Not Allowed),11/8/2017,9/8/2019,PAR-18-291,PAR,K01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-291.html
Transition to Independent Environmental Health Research (TIEHR) Career Transition Award (K01 Clinical Trial Required),11/8/2017,9/8/2019,PAR-18-261,PAR,K01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-261.html
Mechanism for Time-Sensitive Drug Abuse Research (R21 Clinical Trial Optional),11/8/2017,11/9/2018,PAR-18-064,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-064.html
Metabolic Contributions to the Neurocognitive Complications of Diabetes: Ancillary Studies (R01 Clinical Trial Optional),11/8/2017,9/8/2019,PAR-18-051,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-051.html
Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake (R21 Clinical Trial Optional),11/8/2017,7/17/2019,PAR-18-019,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-019.html
Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake (R01 Clinical Trial Optional),11/8/2017,7/6/2019,PAR-18-008,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-008.html
Environmental Health Sciences Core Centers (EHS CC) (P30 Clinical Trial Optional),11/7/2017,4/18/2019,RFA-ES-18-003,RFA,P30,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-18-003.html
BRAIN Initiative Fellows: Ruth L. Kirschstein National Research Service Award (NRSA) Individual Postdoctoral Fellowship (F32),11/7/2017,4/8/2020,RFA-MH-18-510,RFA,F32,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-18-510.html
NIMH Exploratory/Developmental Research Grant (R21 - Clinical Trial Not Allowed),11/7/2017,1/8/2021,PA-18-350,PA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-350.html
Short-term Mentored Career Enhancement Awards for Mid-Career Investigators to Integrate Basic Behavioral and Social Sciences (K18 - No Independent Clinical Trials) ,11/7/2017,3/7/2019,PAR-18-349,PAR,K18,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-349.html
Bioengineering Research Partnerships (U01 Clinical Trial Optional),11/7/2017,1/8/2019,PAR-18-208,PAR,U01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-208.html
Palliative Care Needs of Individuals with Rare Advanced Diseases and Their Family Caregivers (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-167,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-167.html
Improving Individual and Family Outcomes through Continuity and Coordination of Care in Hospice (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-166,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-166.html
Addressing Unmet Needs in Persons with Dementia to Decrease Behavioral Symptoms and Improve Quality of Life (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-165,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-165.html
Self-Management Interventions and Technologies to Sustain Health and Optimize Functional Capabilities (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-164,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-164.html
Use of Technology to Enhance Patient Outcomes and Prevent Illness (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-163,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-163.html
Health Promotion Among Racial and Ethnic Minority Males (R21 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-162,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-162.html
Symptom Management in HIV-Infected Individuals with Comorbid Conditions (R21 Clinical Trial Optional)                                    ,11/7/2017,1/8/2020,PA-18-161,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-161.html
Environmental Exposures and Health: Exploration of Non-Traditional Settings (R21 Clinical Trial Optional),11/7/2017,9/8/2019,PA-18-160,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-160.html
"Mechanisms, Models, Measurement, and Management in Pain Research (R21 Clinical Trial Optional)",11/7/2017,5/8/2019,PA-18-159,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-159.html
Innovative Questions in Symptom Science and Genomics (R21 Clinical Trial Optional),11/7/2017,5/8/2019,PA-18-157,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-157.html
Personalized Strategies to Manage Symptoms of Chronic Illness (R21 Clinical Trial Optional),11/7/2017,1/8/2019,PA-18-156,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-156.html
Palliative Care Needs of Individuals with Advanced Rare Diseases and Their Family Caregivers (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-149,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-149.html
Improving Individual and Family Outcomes through Continuity and Coordination of Care in Hospice (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-148,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-148.html
Addressing Unmet Needs in Persons with Dementia to Decrease Behavioral Symptoms and Improve Quality of Life (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-147,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-147.html
Bioengineering Research Grants (BRG) (R01 Clinical Trial Optional),11/7/2017,5/8/2019,PAR-18-206,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-206.html
Self-Management Interventions and Technologies to Sustain Health and Optimize Functional Capabilities (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-146,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-146.html
Use of Technology to Enhance Patient Outcomes and Prevent Illness (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-145,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-145.html
Health Promotion Among Racial and Ethnic Minority Males (R01 Clinical Trial Optional),11/7/2017,1/8/2020,PA-18-144,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-144.html
Symptom Management in HIV-Infected Individuals with Comorbid Conditions (R01 Clinical Trial Optional) ,11/7/2017,1/8/2020,PA-18-143,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-143.html
Environmental Exposures and Health: Exploration of Non-Traditional Settings (R01 Clinical Trial Optional),11/7/2017,9/8/2019,PA-18-142,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-142.html
